Value,ConditionName,Measure
1.0,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
1.0,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
0.7,0BK_PLACE,ACC
0.0,0BK_PLACE,ACC_TARGET
0.875,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
550.5,0BK_BODY,MEDIAN_RT
550.5,0BK_BODY,MEDIAN_RT_TARGET
558.0,0BK_BODY,MEDIAN_RT_NONTARGET
539.0,0BK_FACE,MEDIAN_RT
577.0,0BK_FACE,MEDIAN_RT_TARGET
536.5,0BK_FACE,MEDIAN_RT_NONTARGET
523.0,0BK_PLACE,MEDIAN_RT
nan,0BK_PLACE,MEDIAN_RT_TARGET
523.0,0BK_PLACE,MEDIAN_RT_NONTARGET
604.0,0BK_TOOL,MEDIAN_RT
849.0,0BK_TOOL,MEDIAN_RT_TARGET
588.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.75,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
0.666666666667,2BK_BODY,ACC_NONTARGET
0.875,2BK_FACE,ACC
0.5,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
0.875,2BK_PLACE,ACC
0.5,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
1.0,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
1.0,2BK_TOOL,ACC_NONTARGET
968.0,2BK_BODY,MEDIAN_RT
959.5,2BK_BODY,MEDIAN_RT_TARGET
1249.0,2BK_BODY,MEDIAN_RT_NONTARGET
803.0,2BK_FACE,MEDIAN_RT
814.0,2BK_FACE,MEDIAN_RT_TARGET
762.5,2BK_FACE,MEDIAN_RT_NONTARGET
773.0,2BK_PLACE,MEDIAN_RT
799.0,2BK_PLACE,MEDIAN_RT_TARGET
759.0,2BK_PLACE,MEDIAN_RT_NONTARGET
757.5,2BK_TOOL,MEDIAN_RT
1186.0,2BK_TOOL,MEDIAN_RT_TARGET
757.5,2BK_TOOL,MEDIAN_RT_NONTARGET
