Value,ConditionName,Measure
1.0,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
1.0,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
813.0,0BK_BODY,MEDIAN_RT
981.0,0BK_BODY,MEDIAN_RT_TARGET
813.0,0BK_BODY,MEDIAN_RT_NONTARGET
679.0,0BK_FACE,MEDIAN_RT
614.5,0BK_FACE,MEDIAN_RT_TARGET
696.0,0BK_FACE,MEDIAN_RT_NONTARGET
768.5,0BK_PLACE,MEDIAN_RT
756.0,0BK_PLACE,MEDIAN_RT_TARGET
768.5,0BK_PLACE,MEDIAN_RT_NONTARGET
650.0,0BK_TOOL,MEDIAN_RT
644.5,0BK_TOOL,MEDIAN_RT_TARGET
650.0,0BK_TOOL,MEDIAN_RT_NONTARGET
1.0,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
1.0,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
0.875,2BK_PLACE,ACC
0.5,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
0.875,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
957.0,2BK_BODY,MEDIAN_RT
1088.0,2BK_BODY,MEDIAN_RT_TARGET
928.0,2BK_BODY,MEDIAN_RT_NONTARGET
908.0,2BK_FACE,MEDIAN_RT
852.5,2BK_FACE,MEDIAN_RT_TARGET
934.0,2BK_FACE,MEDIAN_RT_NONTARGET
956.0,2BK_PLACE,MEDIAN_RT
817.0,2BK_PLACE,MEDIAN_RT_TARGET
975.5,2BK_PLACE,MEDIAN_RT_NONTARGET
1003.0,2BK_TOOL,MEDIAN_RT
813.5,2BK_TOOL,MEDIAN_RT_TARGET
1015.0,2BK_TOOL,MEDIAN_RT_NONTARGET
