Value,ConditionName,Measure
0.5,RANDOM,PROP_RANDOM
0.0,RANDOM,PROP_TOM
0.5,RANDOM,PROP_UNSURE
0.0,RANDOM,PROP_NLR
0.0,TOM,PROP_RANDOM
1.0,TOM,PROP_TOM
0.0,TOM,PROP_UNSURE
0.0,TOM,PROP_NLR
422.0,RANDOM,MEDIAN_RT_RANDOM
nan,RANDOM,MEDIAN_RT_TOM
954.0,RANDOM,MEDIAN_RT_UNSURE
nan,TOM,MEDIAN_RT_RANDOM
778.0,TOM,MEDIAN_RT_TOM
nan,TOM,MEDIAN_RT_UNSURE
