10.583	2.5	1
13.155	2.5	1
15.741	2.5	1
18.313	2.5	1
20.872	2.5	1
23.444	2.5	1
26.03	2.5	1
28.589	2.5	1
31.174	2.5	1
33.733	2.5	1
82.007	2.5	1
84.606	2.5	1
87.178	2.5	1
89.764	2.5	1
92.336	2.5	1
94.922	2.5	1
97.521	2.5	1
100.12	2.5	1
102.692	2.5	1
105.265	2.5	1
153.565	2.5	1
156.151	2.5	1
158.71	2.5	1
161.269	2.5	1
163.854	2.5	1
166.414	2.5	1
168.999	2.5	1
171.584	2.5	1
174.17	2.5	1
176.729	2.5	1
181.807	2.5	1
184.393	2.5	1
186.965	2.5	1
189.551	2.5	1
192.136	2.5	1
194.709	2.5	1
197.281	2.5	1
199.866	2.5	1
202.439	2.5	1
205.024	2.5	1
