Value,ConditionName,Measure
0.5,0BK_BODY,ACC
0.0,0BK_BODY,ACC_TARGET
0.625,0BK_BODY,ACC_NONTARGET
0.6,0BK_FACE,ACC
0.0,0BK_FACE,ACC_TARGET
0.75,0BK_FACE,ACC_NONTARGET
0.9,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
0.875,0BK_PLACE,ACC_NONTARGET
0.5,0BK_TOOL,ACC
0.5,0BK_TOOL,ACC_TARGET
0.5,0BK_TOOL,ACC_NONTARGET
1751.0,0BK_BODY,MEDIAN_RT
nan,0BK_BODY,MEDIAN_RT_TARGET
1751.0,0BK_BODY,MEDIAN_RT_NONTARGET
1598.5,0BK_FACE,MEDIAN_RT
nan,0BK_FACE,MEDIAN_RT_TARGET
1598.5,0BK_FACE,MEDIAN_RT_NONTARGET
1439.0,0BK_PLACE,MEDIAN_RT
1410.0,0BK_PLACE,MEDIAN_RT_TARGET
1439.0,0BK_PLACE,MEDIAN_RT_NONTARGET
1505.0,0BK_TOOL,MEDIAN_RT
1899.0,0BK_TOOL,MEDIAN_RT_TARGET
1408.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.625,2BK_BODY,ACC
0.5,2BK_BODY,ACC_TARGET
0.666666666667,2BK_BODY,ACC_NONTARGET
0.75,2BK_FACE,ACC
0.5,2BK_FACE,ACC_TARGET
0.833333333333,2BK_FACE,ACC_NONTARGET
0.75,2BK_PLACE,ACC
0.5,2BK_PLACE,ACC_TARGET
0.833333333333,2BK_PLACE,ACC_NONTARGET
0.75,2BK_TOOL,ACC
0.5,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
1378.0,2BK_BODY,MEDIAN_RT
1198.0,2BK_BODY,MEDIAN_RT_TARGET
1378.5,2BK_BODY,MEDIAN_RT_NONTARGET
1705.5,2BK_FACE,MEDIAN_RT
1570.0,2BK_FACE,MEDIAN_RT_TARGET
1710.0,2BK_FACE,MEDIAN_RT_NONTARGET
1667.5,2BK_PLACE,MEDIAN_RT
1180.0,2BK_PLACE,MEDIAN_RT_TARGET
1669.0,2BK_PLACE,MEDIAN_RT_NONTARGET
1423.0,2BK_TOOL,MEDIAN_RT
1366.0,2BK_TOOL,MEDIAN_RT_TARGET
1480.0,2BK_TOOL,MEDIAN_RT_NONTARGET
