Value,ConditionName,Measure
1.0,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
1.0,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
0.9,0BK_TOOL,ACC
0.5,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
466.5,0BK_BODY,MEDIAN_RT
451.0,0BK_BODY,MEDIAN_RT_TARGET
500.0,0BK_BODY,MEDIAN_RT_NONTARGET
420.5,0BK_FACE,MEDIAN_RT
405.0,0BK_FACE,MEDIAN_RT_TARGET
431.5,0BK_FACE,MEDIAN_RT_NONTARGET
585.5,0BK_PLACE,MEDIAN_RT
539.0,0BK_PLACE,MEDIAN_RT_TARGET
585.5,0BK_PLACE,MEDIAN_RT_NONTARGET
544.0,0BK_TOOL,MEDIAN_RT
618.0,0BK_TOOL,MEDIAN_RT_TARGET
517.0,0BK_TOOL,MEDIAN_RT_NONTARGET
0.75,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
0.666666666667,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
1.0,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
0.75,2BK_TOOL,ACC
0.5,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
1063.5,2BK_BODY,MEDIAN_RT
888.0,2BK_BODY,MEDIAN_RT_TARGET
1063.5,2BK_BODY,MEDIAN_RT_NONTARGET
958.0,2BK_FACE,MEDIAN_RT
1298.0,2BK_FACE,MEDIAN_RT_TARGET
947.5,2BK_FACE,MEDIAN_RT_NONTARGET
771.0,2BK_PLACE,MEDIAN_RT
966.0,2BK_PLACE,MEDIAN_RT_TARGET
698.0,2BK_PLACE,MEDIAN_RT_NONTARGET
794.5,2BK_TOOL,MEDIAN_RT
860.0,2BK_TOOL,MEDIAN_RT_TARGET
729.0,2BK_TOOL,MEDIAN_RT_NONTARGET
