Value,ConditionName,Measure
0.7,0BK_BODY,ACC
0.0,0BK_BODY,ACC_TARGET
0.875,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
969.0,0BK_BODY,MEDIAN_RT
nan,0BK_BODY,MEDIAN_RT_TARGET
969.0,0BK_BODY,MEDIAN_RT_NONTARGET
686.5,0BK_FACE,MEDIAN_RT
637.5,0BK_FACE,MEDIAN_RT_TARGET
686.5,0BK_FACE,MEDIAN_RT_NONTARGET
717.5,0BK_PLACE,MEDIAN_RT
903.5,0BK_PLACE,MEDIAN_RT_TARGET
696.5,0BK_PLACE,MEDIAN_RT_NONTARGET
546.5,0BK_TOOL,MEDIAN_RT
605.0,0BK_TOOL,MEDIAN_RT_TARGET
505.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.5,2BK_BODY,ACC
0.5,2BK_BODY,ACC_TARGET
0.5,2BK_BODY,ACC_NONTARGET
0.75,2BK_FACE,ACC
0.5,2BK_FACE,ACC_TARGET
0.833333333333,2BK_FACE,ACC_NONTARGET
0.75,2BK_PLACE,ACC
0.5,2BK_PLACE,ACC_TARGET
0.833333333333,2BK_PLACE,ACC_NONTARGET
0.875,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
1365.0,2BK_BODY,MEDIAN_RT
890.0,2BK_BODY,MEDIAN_RT_TARGET
1505.0,2BK_BODY,MEDIAN_RT_NONTARGET
1019.5,2BK_FACE,MEDIAN_RT
845.0,2BK_FACE,MEDIAN_RT_TARGET
1069.0,2BK_FACE,MEDIAN_RT_NONTARGET
853.0,2BK_PLACE,MEDIAN_RT
757.0,2BK_PLACE,MEDIAN_RT_TARGET
867.0,2BK_PLACE,MEDIAN_RT_NONTARGET
1057.0,2BK_TOOL,MEDIAN_RT
1132.0,2BK_TOOL,MEDIAN_RT_TARGET
1057.0,2BK_TOOL,MEDIAN_RT_NONTARGET
