Value,ConditionName,Measure
0.7,0BK_BODY,ACC
0.5,0BK_BODY,ACC_TARGET
0.75,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
0.9,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
0.875,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
1023.0,0BK_BODY,MEDIAN_RT
1023.0,0BK_BODY,MEDIAN_RT_TARGET
1166.0,0BK_BODY,MEDIAN_RT_NONTARGET
767.5,0BK_FACE,MEDIAN_RT
712.5,0BK_FACE,MEDIAN_RT_TARGET
778.5,0BK_FACE,MEDIAN_RT_NONTARGET
661.0,0BK_PLACE,MEDIAN_RT
589.5,0BK_PLACE,MEDIAN_RT_TARGET
699.0,0BK_PLACE,MEDIAN_RT_NONTARGET
722.0,0BK_TOOL,MEDIAN_RT
627.5,0BK_TOOL,MEDIAN_RT_TARGET
753.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.375,2BK_BODY,ACC
0.0,2BK_BODY,ACC_TARGET
0.5,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
1.0,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
1.0,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
1.0,2BK_TOOL,ACC_NONTARGET
977.0,2BK_BODY,MEDIAN_RT
nan,2BK_BODY,MEDIAN_RT_TARGET
977.0,2BK_BODY,MEDIAN_RT_NONTARGET
972.5,2BK_FACE,MEDIAN_RT
593.5,2BK_FACE,MEDIAN_RT_TARGET
998.0,2BK_FACE,MEDIAN_RT_NONTARGET
1128.5,2BK_PLACE,MEDIAN_RT
1259.0,2BK_PLACE,MEDIAN_RT_TARGET
1112.5,2BK_PLACE,MEDIAN_RT_NONTARGET
995.5,2BK_TOOL,MEDIAN_RT
728.0,2BK_TOOL,MEDIAN_RT_TARGET
1058.5,2BK_TOOL,MEDIAN_RT_NONTARGET
