10.582	2.5	1
13.155	2.5	1
20.872	2.5	1
23.444	2.5	1
26.003	2.5	1
28.588	2.5	1
38.797	2.5	1
41.37	2.5	1
43.955	2.5	1
46.527	2.5	1
49.1	2.5	1
51.672	2.5	1
54.271	2.5	1
56.843	2.5	1
59.416	2.5	1
62.001	2.5	1
82.1	2.5	1
84.658	2.5	1
87.244	2.5	1
89.803	2.5	1
92.362	2.5	1
97.493	2.5	1
100.079	2.5	1
102.638	2.5	1
105.21	2.5	1
110.261	2.5	1
112.86	2.5	1
115.419	2.5	1
117.991	2.5	1
120.551	2.5	1
123.109	2.5	1
125.668	2.5	1
128.227	2.5	1
130.786	2.5	1
133.345	2.5	1
153.43	2.5	1
155.989	2.5	1
158.575	2.5	1
161.134	2.5	1
163.706	2.5	1
166.278	2.5	1
168.837	2.5	1
171.423	2.5	1
173.982	2.5	1
176.554	2.5	1
184.217	2.5	1
186.79	2.5	1
189.375	2.5	1
191.948	2.5	1
194.52	2.5	1
197.106	2.5	1
199.678	2.5	1
202.263	2.5	1
224.934	2.5	1
227.52	2.5	1
230.079	2.5	1
232.664	2.5	1
235.25	2.5	1
237.835	2.5	1
240.394	2.5	1
242.953	2.5	1
245.512	2.5	1
248.071	2.5	1
253.149	2.5	1
255.708	2.5	1
258.294	2.5	1
260.88	2.5	1
265.997	2.5	1
268.569	2.5	1
271.168	2.5	1
273.727	2.5	1
276.3	2.5	1
