38.757	2.5	1
41.356	2.5	1
43.942	2.5	1
46.501	2.5	1
49.06	2.5	1
51.619	2.5	1
54.191	2.5	1
56.75	2.5	1
59.309	2.5	1
61.868	2.5	1
110.194	2.5	1
112.753	2.5	1
115.312	2.5	1
117.885	2.5	1
120.444	2.5	1
123.003	2.5	1
125.562	2.5	1
128.12	2.5	1
130.68	2.5	1
133.238	2.5	1
224.854	2.5	1
227.44	2.5	1
230.012	2.5	1
232.584	2.5	1
235.156	2.5	1
237.742	2.5	1
240.314	2.5	1
242.9	2.5	1
245.472	2.5	1
248.058	2.5	1
253.149	2.5	1
255.735	2.5	1
258.307	2.5	1
260.906	2.5	1
263.478	2.5	1
266.05	2.5	1
268.623	2.5	1
271.208	2.5	1
273.794	2.5	1
276.366	2.5	1
