Value,ConditionName,Measure
0.9,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
0.875,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
907.0,0BK_BODY,MEDIAN_RT
934.5,0BK_BODY,MEDIAN_RT_TARGET
829.0,0BK_BODY,MEDIAN_RT_NONTARGET
554.5,0BK_FACE,MEDIAN_RT
669.5,0BK_FACE,MEDIAN_RT_TARGET
554.5,0BK_FACE,MEDIAN_RT_NONTARGET
634.5,0BK_PLACE,MEDIAN_RT
655.5,0BK_PLACE,MEDIAN_RT_TARGET
632.0,0BK_PLACE,MEDIAN_RT_NONTARGET
633.0,0BK_TOOL,MEDIAN_RT
611.5,0BK_TOOL,MEDIAN_RT_TARGET
633.0,0BK_TOOL,MEDIAN_RT_NONTARGET
0.5,2BK_BODY,ACC
0.0,2BK_BODY,ACC_TARGET
0.666666666667,2BK_BODY,ACC_NONTARGET
0.625,2BK_FACE,ACC
0.5,2BK_FACE,ACC_TARGET
0.666666666667,2BK_FACE,ACC_NONTARGET
0.75,2BK_PLACE,ACC
0.5,2BK_PLACE,ACC_TARGET
0.833333333333,2BK_PLACE,ACC_NONTARGET
0.875,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
1326.0,2BK_BODY,MEDIAN_RT
nan,2BK_BODY,MEDIAN_RT_TARGET
1326.0,2BK_BODY,MEDIAN_RT_NONTARGET
1124.0,2BK_FACE,MEDIAN_RT
1124.0,2BK_FACE,MEDIAN_RT_TARGET
1156.5,2BK_FACE,MEDIAN_RT_NONTARGET
871.0,2BK_PLACE,MEDIAN_RT
1001.0,2BK_PLACE,MEDIAN_RT_TARGET
860.0,2BK_PLACE,MEDIAN_RT_NONTARGET
1130.0,2BK_TOOL,MEDIAN_RT
996.0,2BK_TOOL,MEDIAN_RT_TARGET
1130.0,2BK_TOOL,MEDIAN_RT_NONTARGET
