38.678	2.5	1
41.237	2.5	1
43.796	2.5	1
46.355	2.5	1
48.914	2.5	1
51.473	2.5	1
54.032	2.5	1
56.591	2.5	1
59.15	2.5	1
61.709	2.5	1
112.541	2.5	1
115.1	2.5	1
117.659	2.5	1
120.218	2.5	1
122.777	2.5	1
125.336	2.5	1
127.895	2.5	1
130.454	2.5	1
133.013	2.5	1
224.389	2.5	1
226.961	2.5	1
229.533	2.5	1
232.106	2.5	1
234.678	2.5	1
237.25	2.5	1
239.823	2.5	1
242.395	2.5	1
244.967	2.5	1
247.539	2.5	1
252.604	2.5	1
255.176	2.5	1
257.749	2.5	1
260.321	2.5	1
262.893	2.5	1
265.465	2.5	1
268.038	2.5	1
270.61	2.5	1
273.182	2.5	1
275.755	2.5	1
