10.609	2.5	1
13.181	2.5	1
15.74	2.5	1
18.313	2.5	1
20.898	2.5	1
23.457	2.5	1
26.043	2.5	1
28.602	2.5	1
31.161	2.5	1
33.746	2.5	1
82.139	2.5	1
84.738	2.5	1
87.324	2.5	1
89.883	2.5	1
92.442	2.5	1
95.027	2.5	1
97.613	2.5	1
100.185	2.5	1
102.744	2.5	1
105.303	2.5	1
181.977	2.5	1
184.55	2.5	1
187.162	2.5	1
189.761	2.5	1
192.333	2.5	1
194.932	2.5	1
197.504	2.5	1
200.076	2.5	1
202.675	2.5	1
205.248	2.5	1
225.332	2.5	1
227.931	2.5	1
230.49	2.5	1
233.076	2.5	1
235.635	2.5	1
238.194	2.5	1
240.779	2.5	1
243.365	2.5	1
245.924	2.5	1
248.483	2.5	1
