Value,ConditionName,Measure
1.0,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
1.0,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
766.5,0BK_BODY,MEDIAN_RT
1255.0,0BK_BODY,MEDIAN_RT_TARGET
750.5,0BK_BODY,MEDIAN_RT_NONTARGET
687.0,0BK_FACE,MEDIAN_RT
682.0,0BK_FACE,MEDIAN_RT_TARGET
763.0,0BK_FACE,MEDIAN_RT_NONTARGET
586.0,0BK_PLACE,MEDIAN_RT
649.5,0BK_PLACE,MEDIAN_RT_TARGET
557.0,0BK_PLACE,MEDIAN_RT_NONTARGET
738.0,0BK_TOOL,MEDIAN_RT
700.0,0BK_TOOL,MEDIAN_RT_TARGET
764.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.5,2BK_BODY,ACC
0.5,2BK_BODY,ACC_TARGET
0.5,2BK_BODY,ACC_NONTARGET
0.625,2BK_FACE,ACC
0.5,2BK_FACE,ACC_TARGET
0.666666666667,2BK_FACE,ACC_NONTARGET
0.875,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
0.833333333333,2BK_PLACE,ACC_NONTARGET
0.75,2BK_TOOL,ACC
0.5,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
1074.0,2BK_BODY,MEDIAN_RT
613.0,2BK_BODY,MEDIAN_RT_TARGET
1093.0,2BK_BODY,MEDIAN_RT_NONTARGET
1354.0,2BK_FACE,MEDIAN_RT
687.0,2BK_FACE,MEDIAN_RT_TARGET
1457.5,2BK_FACE,MEDIAN_RT_NONTARGET
1031.0,2BK_PLACE,MEDIAN_RT
1025.0,2BK_PLACE,MEDIAN_RT_TARGET
1035.0,2BK_PLACE,MEDIAN_RT_NONTARGET
1241.0,2BK_TOOL,MEDIAN_RT
1290.0,2BK_TOOL,MEDIAN_RT_TARGET
1204.0,2BK_TOOL,MEDIAN_RT_NONTARGET
