Value,ConditionName,Measure
1.0,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
1.0,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
0.9,0BK_PLACE,ACC
0.5,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
996.0,0BK_BODY,MEDIAN_RT
869.5,0BK_BODY,MEDIAN_RT_TARGET
996.0,0BK_BODY,MEDIAN_RT_NONTARGET
662.5,0BK_FACE,MEDIAN_RT
596.5,0BK_FACE,MEDIAN_RT_TARGET
746.5,0BK_FACE,MEDIAN_RT_NONTARGET
654.0,0BK_PLACE,MEDIAN_RT
542.0,0BK_PLACE,MEDIAN_RT_TARGET
658.0,0BK_PLACE,MEDIAN_RT_NONTARGET
723.5,0BK_TOOL,MEDIAN_RT
667.5,0BK_TOOL,MEDIAN_RT_TARGET
770.0,0BK_TOOL,MEDIAN_RT_NONTARGET
0.875,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
0.833333333333,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
1.0,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
0.75,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.666666666667,2BK_TOOL,ACC_NONTARGET
1451.0,2BK_BODY,MEDIAN_RT
1687.0,2BK_BODY,MEDIAN_RT_TARGET
1451.0,2BK_BODY,MEDIAN_RT_NONTARGET
1097.0,2BK_FACE,MEDIAN_RT
837.0,2BK_FACE,MEDIAN_RT_TARGET
1205.0,2BK_FACE,MEDIAN_RT_NONTARGET
919.5,2BK_PLACE,MEDIAN_RT
786.0,2BK_PLACE,MEDIAN_RT_TARGET
933.0,2BK_PLACE,MEDIAN_RT_NONTARGET
1014.5,2BK_TOOL,MEDIAN_RT
988.0,2BK_TOOL,MEDIAN_RT_TARGET
1048.5,2BK_TOOL,MEDIAN_RT_NONTARGET
