Value,ConditionName,Measure
1.0,0BK_BODY,ACC
1.0,0BK_BODY,ACC_TARGET
1.0,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
631.0,0BK_BODY,MEDIAN_RT
694.5,0BK_BODY,MEDIAN_RT_TARGET
611.0,0BK_BODY,MEDIAN_RT_NONTARGET
526.5,0BK_FACE,MEDIAN_RT
513.0,0BK_FACE,MEDIAN_RT_TARGET
568.0,0BK_FACE,MEDIAN_RT_NONTARGET
678.5,0BK_PLACE,MEDIAN_RT
824.0,0BK_PLACE,MEDIAN_RT_TARGET
671.0,0BK_PLACE,MEDIAN_RT_NONTARGET
611.5,0BK_TOOL,MEDIAN_RT
792.0,0BK_TOOL,MEDIAN_RT_TARGET
605.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.625,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
0.5,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
1.0,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
0.875,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
806.0,2BK_BODY,MEDIAN_RT
870.0,2BK_BODY,MEDIAN_RT_TARGET
806.0,2BK_BODY,MEDIAN_RT_NONTARGET
863.0,2BK_FACE,MEDIAN_RT
921.5,2BK_FACE,MEDIAN_RT_TARGET
759.5,2BK_FACE,MEDIAN_RT_NONTARGET
825.0,2BK_PLACE,MEDIAN_RT
759.5,2BK_PLACE,MEDIAN_RT_TARGET
843.5,2BK_PLACE,MEDIAN_RT_NONTARGET
832.0,2BK_TOOL,MEDIAN_RT
719.0,2BK_TOOL,MEDIAN_RT_TARGET
832.0,2BK_TOOL,MEDIAN_RT_NONTARGET
