Value,ConditionName,Measure
0.6,0BK_BODY,ACC
0.0,0BK_BODY,ACC_TARGET
0.75,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
886.0,0BK_BODY,MEDIAN_RT
nan,0BK_BODY,MEDIAN_RT_TARGET
886.0,0BK_BODY,MEDIAN_RT_NONTARGET
599.0,0BK_FACE,MEDIAN_RT
502.0,0BK_FACE,MEDIAN_RT_TARGET
610.0,0BK_FACE,MEDIAN_RT_NONTARGET
630.0,0BK_PLACE,MEDIAN_RT
595.5,0BK_PLACE,MEDIAN_RT_TARGET
688.0,0BK_PLACE,MEDIAN_RT_NONTARGET
553.5,0BK_TOOL,MEDIAN_RT
537.0,0BK_TOOL,MEDIAN_RT_TARGET
587.0,0BK_TOOL,MEDIAN_RT_NONTARGET
0.875,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
0.833333333333,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
1.0,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
0.875,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
867.0,2BK_BODY,MEDIAN_RT
583.0,2BK_BODY,MEDIAN_RT_TARGET
1136.0,2BK_BODY,MEDIAN_RT_NONTARGET
773.0,2BK_FACE,MEDIAN_RT
557.5,2BK_FACE,MEDIAN_RT_TARGET
833.0,2BK_FACE,MEDIAN_RT_NONTARGET
738.5,2BK_PLACE,MEDIAN_RT
809.0,2BK_PLACE,MEDIAN_RT_TARGET
737.5,2BK_PLACE,MEDIAN_RT_NONTARGET
848.0,2BK_TOOL,MEDIAN_RT
632.5,2BK_TOOL,MEDIAN_RT_TARGET
969.0,2BK_TOOL,MEDIAN_RT_NONTARGET
