10.569	2.5	1
13.141	2.5	1
15.713	2.5	1
18.285	2.5	1
23.443	2.5	1
26.002	2.5	1
28.574	2.5	1
31.134	2.5	1
33.692	2.5	1
82.046	2.5	1
84.618	2.5	1
87.19	2.5	1
89.749	2.5	1
92.308	2.5	1
97.439	2.5	1
100.012	2.5	1
102.571	2.5	1
105.156	2.5	1
181.631	2.5	1
184.217	2.5	1
186.789	2.5	1
189.375	2.5	1
191.947	2.5	1
194.519	2.5	1
197.092	2.5	1
199.664	2.5	1
202.263	2.5	1
204.848	2.5	1
253.095	2.5	1
255.667	2.5	1
258.253	2.5	1
260.825	2.5	1
263.398	2.5	1
265.97	2.5	1
268.542	2.5	1
271.128	2.5	1
273.7	2.5	1
276.286	2.5	1
