Value,ConditionName,Measure
3039.5,STORY,MEDIAN_RT
1.0,STORY,ACC
11.0,STORY,AVG_DIFFICULTY_LEVEL
3729.0,MATH,MEDIAN_RT
0.9,MATH,ACC
2.5,MATH,AVG_DIFFICULTY_LEVEL
