10.569	2.5	1
18.273	2.5	1
20.845	2.5	1
23.404	2.5	1
25.963	2.5	1
28.522	2.5	1
31.081	2.5	1
38.731	2.5	1
41.303	2.5	1
43.876	2.5	1
46.448	2.5	1
49.02	2.5	1
51.593	2.5	1
54.191	2.5	1
56.764	2.5	1
59.336	2.5	1
61.922	2.5	1
82.007	2.5	1
84.579	2.5	1
87.152	2.5	1
89.71	2.5	1
92.269	2.5	1
94.828	2.5	1
97.388	2.5	1
99.946	2.5	1
102.505	2.5	1
105.091	2.5	1
112.715	2.5	1
115.287	2.5	1
117.846	2.5	1
120.405	2.5	1
122.964	2.5	1
125.523	2.5	1
128.082	2.5	1
130.641	2.5	1
133.24	2.5	1
153.338	2.5	1
155.91	2.5	1
158.496	2.5	1
161.068	2.5	1
163.641	2.5	1
166.213	2.5	1
168.785	2.5	1
171.371	2.5	1
173.943	2.5	1
176.515	2.5	1
181.607	2.5	1
184.179	2.5	1
186.751	2.5	1
189.337	2.5	1
191.909	2.5	1
194.482	2.5	1
197.054	2.5	1
199.626	2.5	1
202.198	2.5	1
204.797	2.5	1
224.869	2.5	1
227.455	2.5	1
230.014	2.5	1
232.6	2.5	1
235.212	2.5	1
237.784	2.5	1
240.343	2.5	1
242.902	2.5	1
245.461	2.5	1
248.02	2.5	1
253.098	2.5	1
255.67	2.5	1
258.256	2.5	1
260.842	2.5	1
263.401	2.5	1
268.545	2.5	1
271.131	2.5	1
273.69	2.5	1
276.262	2.5	1
