Value,ConditionName,Measure
0.8,0BK_BODY,ACC
0.5,0BK_BODY,ACC_TARGET
0.875,0BK_BODY,ACC_NONTARGET
1.0,0BK_FACE,ACC
1.0,0BK_FACE,ACC_TARGET
1.0,0BK_FACE,ACC_NONTARGET
1.0,0BK_PLACE,ACC
1.0,0BK_PLACE,ACC_TARGET
1.0,0BK_PLACE,ACC_NONTARGET
1.0,0BK_TOOL,ACC
1.0,0BK_TOOL,ACC_TARGET
1.0,0BK_TOOL,ACC_NONTARGET
853.0,0BK_BODY,MEDIAN_RT
1676.0,0BK_BODY,MEDIAN_RT_TARGET
824.0,0BK_BODY,MEDIAN_RT_NONTARGET
905.5,0BK_FACE,MEDIAN_RT
944.5,0BK_FACE,MEDIAN_RT_TARGET
905.5,0BK_FACE,MEDIAN_RT_NONTARGET
702.0,0BK_PLACE,MEDIAN_RT
825.5,0BK_PLACE,MEDIAN_RT_TARGET
685.5,0BK_PLACE,MEDIAN_RT_NONTARGET
549.0,0BK_TOOL,MEDIAN_RT
625.5,0BK_TOOL,MEDIAN_RT_TARGET
539.5,0BK_TOOL,MEDIAN_RT_NONTARGET
0.875,2BK_BODY,ACC
1.0,2BK_BODY,ACC_TARGET
0.833333333333,2BK_BODY,ACC_NONTARGET
1.0,2BK_FACE,ACC
1.0,2BK_FACE,ACC_TARGET
1.0,2BK_FACE,ACC_NONTARGET
1.0,2BK_PLACE,ACC
1.0,2BK_PLACE,ACC_TARGET
1.0,2BK_PLACE,ACC_NONTARGET
0.875,2BK_TOOL,ACC
1.0,2BK_TOOL,ACC_TARGET
0.833333333333,2BK_TOOL,ACC_NONTARGET
1012.0,2BK_BODY,MEDIAN_RT
998.5,2BK_BODY,MEDIAN_RT_TARGET
1012.0,2BK_BODY,MEDIAN_RT_NONTARGET
833.0,2BK_FACE,MEDIAN_RT
771.5,2BK_FACE,MEDIAN_RT_TARGET
836.5,2BK_FACE,MEDIAN_RT_NONTARGET
801.0,2BK_PLACE,MEDIAN_RT
947.5,2BK_PLACE,MEDIAN_RT_TARGET
801.0,2BK_PLACE,MEDIAN_RT_NONTARGET
934.0,2BK_TOOL,MEDIAN_RT
990.5,2BK_TOOL,MEDIAN_RT_TARGET
836.0,2BK_TOOL,MEDIAN_RT_NONTARGET
